CustomerID,FirstName,LastName,Email,PhoneNumber,Address,City,State,Country,ZipCode
CUST_000160,Michael,Levy,mmartinez@example.com,5617637115,"77139 Chris Mount Apt. 820, Amytown, Florida 54127",South Kara,Minnesota,United Arab Emirates,56650
CUST_000161,Casey,Bennett,rileybrianna@example.net,(384)825-4863x49108,"6214 Erickson Forks, North Emilyville, New Mexico 14815",Millerport,Florida,United Arab Emirates,77612
CUST_000162,Carol,Wallace,nbeard@example.net,(476)299-8712,"80629 Lisa Parkway Apt. 298, North Leslieshire, Georgia 10060",East Bobby,Washington,French Southern Territories,87343
CUST_000163,Michael,Ramirez,eddie29@example.net,776.331.8286x14576,"8168 Shawn Mountain, Griffithfurt, Rhode Island 32979",Fordport,Georgia,Indonesia,81942
CUST_000164,Andrew,Tran,shawnjordan@example.com,491-441-5243x036,"81388 Sherman Canyon, Villanuevaton, Pennsylvania 89431",Armstrongside,Massachusetts,Korea,21514
CUST_000165,Hunter,Ramirez,saraduncan@example.org,499.823.5327,"5629 Donna Squares Suite 565, Christophertown, Hawaii 69223",North Bryanport,Delaware,Bouvet Island (Bouvetoya),80180
CUST_000166,Patricia,Thomas,francismary@example.net,(977)450-4434x13000,"4445 Charles Stream, Port Kenneth, Maine 45023",South Lynnview,Arizona,Saint Martin,24612
CUST_000167,Patrick,Shepard,davidcarey@example.org,653-741-2562x61631,"0050 Perez Junction Suite 351, Douglasmouth, Indiana 49187",Drewfurt,Wyoming,Belize,52147
CUST_000168,Randall,Galloway,brandon51@example.net,970-785-6782x24855,"791 Julie Road Apt. 978, New Randystad, Ohio 63744",Susanfurt,Alaska,Israel,62578
CUST_000169,Riley,Mcguire,kchambers@example.net,+1-338-548-9915x83639,"5702 Tanya Mountain, Jessicaberg, Vermont 53376",Davisville,Louisiana,Togo,31125
CUST_000170,Bradley,Dorsey,rbutler@example.net,+1-715-644-6746,"71708 Mcbride Ramp, Johnsonfurt, Tennessee 78648",West Samantha,Alabama,Argentina,81927
CUST_000171,Sandra,Chan,kimberly97@example.org,437-266-6919,"54225 Cheyenne Vista Apt. 951, West Marc, Illinois 73242",Woodsfort,Connecticut,Armenia,85975
CUST_000172,Deborah,Chavez,michaellee@example.com,+1-422-395-7590x04423,"119 Bates Square, West Jason, Pennsylvania 08511",Wadefort,New Mexico,Afghanistan,93035
CUST_000173,Renee,Williams,kimberly45@example.org,2375357925,"9598 Alexander Gateway, New Benjaminside, Illinois 76648",Ramirezberg,Wyoming,Mali,95524
CUST_000174,Alicia,Montgomery,shaffernancy@example.com,(826)578-5339,"88630 Brown Station, Jacksonmouth, Delaware 99202",Port Stevenfort,Wisconsin,Uruguay,17951
CUST_000175,Benjamin,Jackson,chasehenderson@example.org,(796)637-8101,"5697 Mckenzie Trail, Youngfurt, Michigan 52962",South Aprilfurt,Florida,Niue,15913
CUST_000176,Katie,Harrell,cartersusan@example.org,+1-210-743-4689x3660,"860 Christina Views, Lake Raymond, Oregon 92518",West Daniel,New Jersey,India,71015
CUST_000177,Ashley,Hudson,shannon42@example.net,+1-957-327-7079x090,"36133 Martinez Landing Suite 151, Deborahchester, Virginia 85383",Dunnbury,Hawaii,Fiji,84214
CUST_000178,Joshua,Harris,molly49@example.net,001-762-650-4435,"2230 Erickson Corner Suite 948, South Paulafort, Wyoming 18815",West Joseph,Alabama,Sweden,11133
CUST_000179,Mark,Jackson,dsantiago@example.com,(358)825-8402,"1420 Cassidy Forges Apt. 053, Lake Matthew, Kansas 22782",South Craigfurt,Alaska,Hong Kong,31830
CUST_000180,Taylor,Taylor,michael19@example.com,001-516-751-5098x95452,"542 Mark Trafficway, East Darryltown, Arizona 95786",West Melissa,New Hampshire,Saint Vincent and the Grenadines,32541
CUST_000181,Stacey,Shields,sabrinagates@example.org,608.871.7578x2756,"5798 Meghan Fall Apt. 532, Kellymouth, Nevada 81857",Gallegosmouth,Oklahoma,French Southern Territories,12897
CUST_000182,Margaret,Flores,gregory94@example.net,529-715-8940x4734,"05160 Gomez Circles, Hebertview, New Hampshire 77097",Justinbury,Ohio,Cape Verde,85686
CUST_000183,Caleb,Walsh,patelheidi@example.net,649.816.3722x6708,"75913 Garrett Islands Apt. 818, Hubbardmouth, North Carolina 69932",Morrisonshire,Colorado,Bouvet Island (Bouvetoya),90013
CUST_000184,Jessica,Burton,omckenzie@example.net,001-216-375-0270x656,"90672 Williams Port, Lake Thomas, Utah 15011",South John,New Jersey,Mongolia,40959
CUST_000185,Haley,Burns,ecantu@example.com,562-288-9222,"9914 Christopher Road, South Robertoview, Wisconsin 98451",Weaverfort,Michigan,Botswana,53763
CUST_000186,Emily,Wilcox,espinozakaren@example.net,+1-304-317-4296x5900,"25574 Holloway Islands, North Davidside, Iowa 37670",East John,Kentucky,Greenland,60723
CUST_000187,Alexa,Flores,emily32@example.org,001-829-895-8239x074,"33586 Timothy Common Apt. 247, Gutierrezstad, New York 92115",Vernonmouth,Maine,Norway,07338
CUST_000188,Richard,King,oschmidt@example.com,001-459-489-1758x33055,"30089 William Mount, New Mathewville, North Carolina 13688",North Christopher,Florida,Morocco,23370
CUST_000189,Melissa,Martin,amberbanks@example.com,687.733.6913x089,"719 Hopkins Ranch Suite 937, New Jennifer, New Mexico 74465",Hendricksstad,Wisconsin,United States Virgin Islands,21914
CUST_000190,Leonard,Wright,bsullivan@example.com,+1-451-734-3806x466,"552 Morales Fords Suite 209, Henryside, South Dakota 04833",Patelmouth,Utah,Senegal,06978
CUST_000191,Gordon,Hanson,jenniferdominguez@example.org,912.595.0604,"5227 Kelley Unions Suite 716, Karenland, Kentucky 13141",Port Shaneberg,Vermont,Papua New Guinea,91953
CUST_000192,Jason,Schmitt,ashley02@example.org,886.621.5924x54722,"303 Morgan Viaduct, West Matthew, Georgia 27282",Port Joseph,Michigan,Svalbard & Jan Mayen Islands,37399
CUST_000193,David,Dean,uduncan@example.net,427.372.7260x696,"865 Caitlin Island Apt. 674, Angieville, Oregon 57838",Kimberlystad,Maine,Georgia,25367
CUST_000194,Daniel,Hurley,shawn85@example.com,362-242-7456x9847,"25627 Swanson Court, Poolemouth, Wyoming 48450",Brianview,Rhode Island,Korea,57804
CUST_000195,Grace,Davis,mary53@example.org,886.933.0869,"8149 Contreras Drive, South Madelinefort, Oregon 14204",Scottberg,Indiana,Central African Republic,59678
CUST_000196,Courtney,Murray,jenniferjohnson@example.org,(293)908-8869x745,"30447 Maria Rapids, Davischester, Washington 99641",Martinezchester,Utah,Belize,31083
CUST_000197,Erica,Bradley,pgutierrez@example.net,808.774.4335,"783 Stephen Corners Suite 165, South Cameron, Oregon 52624",Kevinville,Ohio,Indonesia,52290
CUST_000198,Sheena,Fry,ystephenson@example.org,312-584-8710x7675,"551 Snyder Turnpike Suite 823, Lake Destinyfurt, Texas 19118",West Johnton,Georgia,Brazil,45102
CUST_000199,Lisa,Foster,eanderson@example.com,+1-729-509-9394,"802 Susan Trail, New Julie, Indiana 15967",Nicholsonhaven,Illinois,Tuvalu,45567
CUST_000200,Glenn,Robinson,kathleen58@example.com,001-292-650-7059,"426 Santana Place, Robinsonborough, Oklahoma 64146",East Joshuaside,Colorado,Mozambique,28194
